"","time","year","month","day","hour","min","sec","lat","long","gpsnum"
"19879","2008-09-26T04:12:18Z",2008,9,26,4,12,18,10.016172789,125.025331378,1
"19880","2008-09-26T04:12:33Z",2008,9,26,4,12,33,10.0161786564,125.02533515,1
"19881","2008-09-26T04:12:48Z",2008,9,26,4,12,48,10.0161813386,125.025329366,1
"19882","2008-09-26T04:13:03Z",2008,9,26,4,13,3,10.0161918998,125.025323499,1
"19883","2008-09-26T04:13:18Z",2008,9,26,4,13,18,10.0161842722,125.025318973,1
"19884","2008-09-26T04:13:33Z",2008,9,26,4,13,33,10.0161862839,125.025321655,1
"19885","2008-09-26T04:13:48Z",2008,9,26,4,13,48,10.0161752198,125.025332132,1
"19886","2008-09-26T04:14:03Z",2008,9,26,4,14,3,10.0161691848,125.025348393,1
"19887","2008-09-26T04:14:18Z",2008,9,26,4,14,18,10.0161671732,125.025350824,1
"19888","2008-09-26T04:14:33Z",2008,9,26,4,14,33,10.0161711965,125.025342358,1
"19889","2008-09-26T04:14:48Z",2008,9,26,4,14,48,10.0161716994,125.025342358,1
"19890","2008-09-26T04:15:03Z",2008,9,26,4,15,3,10.0161689334,125.025339928,1
"19891","2008-09-26T04:15:18Z",2008,9,26,4,15,18,10.0161671732,125.025338754,1
"19892","2008-09-26T04:15:33Z",2008,9,26,4,15,33,10.0161684304,125.025336575,1
"19893","2008-09-26T04:15:48Z",2008,9,26,4,15,48,10.0161721185,125.025328863,1
"19894","2008-09-26T04:16:03Z",2008,9,26,4,16,3,10.0161830988,125.025330875,1
"19895","2008-09-26T04:16:18Z",2008,9,26,4,16,18,10.0161901396,125.025332635,1
"19896","2008-09-26T04:16:33Z",2008,9,26,4,16,33,10.0161814224,125.025333725,1
"19897","2008-09-26T04:16:48Z",2008,9,26,4,16,48,10.0161775667,125.025332468,1
"19898","2008-09-26T04:17:03Z",2008,9,26,4,17,3,10.0161708612,125.025334731,1
"19899","2008-09-26T04:17:18Z",2008,9,26,4,17,18,10.0161676761,125.02534085,1
"19900","2008-09-26T04:17:33Z",2008,9,26,4,17,33,10.0161730405,125.02535183,1
"19901","2008-09-26T04:17:48Z",2008,9,26,4,17,48,10.0161813386,125.025360547,1
"19902","2008-09-26T04:18:03Z",2008,9,26,4,18,3,10.0161837693,125.025355937,1
"19903","2008-09-26T04:18:18Z",2008,9,26,4,18,18,10.0161822606,125.025350992,1
"19904","2008-09-26T04:18:33Z",2008,9,26,4,18,33,10.0161812548,125.025360547,1
"19905","2008-09-26T04:18:48Z",2008,9,26,4,18,48,10.0161795784,125.025362559,1
"19906","2008-09-26T04:19:03Z",2008,9,26,4,19,3,10.0161786564,125.025366833,1
"19907","2008-09-26T04:19:18Z",2008,9,26,4,19,18,10.01618159,125.025363732,1
"19908","2008-09-26T04:19:33Z",2008,9,26,4,19,33,10.0161889661,125.02535535,1
"19909","2008-09-26T04:19:48Z",2008,9,26,4,19,48,10.0161854457,125.025352249,1
"19910","2008-09-26T04:20:03Z",2008,9,26,4,20,3,10.0161827635,125.025356691,1
"19911","2008-09-26T04:20:18Z",2008,9,26,4,20,18,10.0161835179,125.025357362,1
"19912","2008-09-26T04:20:33Z",2008,9,26,4,20,33,10.0161800813,125.025352668,1
"19913","2008-09-26T04:20:48Z",2008,9,26,4,20,48,10.0161742978,125.025353841,1
"19914","2008-09-26T04:21:03Z",2008,9,26,4,21,3,10.016175136,125.02535007,1
"19915","2008-09-26T04:21:18Z",2008,9,26,4,21,18,10.0161735434,125.025350153,1
"19916","2008-09-26T04:21:33Z",2008,9,26,4,21,33,10.0161695201,125.025352249,1
"19917","2008-09-26T04:21:48Z",2008,9,26,4,21,48,10.016166335,125.025352752,1
"19918","2008-09-26T04:22:03Z",2008,9,26,4,22,3,10.0161652453,125.025364235,1
"19919","2008-09-26T04:22:18Z",2008,9,26,4,22,18,10.0161719508,125.025357781,1
"19920","2008-09-26T04:22:33Z",2008,9,26,4,22,33,10.0161691848,125.025354344,1
"19921","2008-09-26T04:22:48Z",2008,9,26,4,22,48,10.0161679275,125.025346633,1
"19922","2008-09-26T04:23:03Z",2008,9,26,4,23,3,10.016164491,125.025358787,1
"19923","2008-09-26T04:23:18Z",2008,9,26,4,23,18,10.0161698554,125.025353841,1
"19924","2008-09-26T04:23:33Z",2008,9,26,4,23,33,10.0161670893,125.025346633,1
"19925","2008-09-26T04:23:48Z",2008,9,26,4,23,48,10.0161710288,125.02534898,1
"19926","2008-09-26T04:24:03Z",2008,9,26,4,24,3,10.0161731243,125.025349231,1
"19927","2008-09-26T04:24:18Z",2008,9,26,4,24,18,10.0161778182,125.025357194,1
"19928","2008-09-26T04:24:33Z",2008,9,26,4,24,33,10.0161765609,125.0253639,1
"19929","2008-09-26T04:24:48Z",2008,9,26,4,24,48,10.0161818415,125.025356272,1
"19930","2008-09-26T04:25:03Z",2008,9,26,4,25,3,10.0161823444,125.025346465,1
"19931","2008-09-26T04:25:18Z",2008,9,26,4,25,18,10.0161761418,125.025348561,1
"19932","2008-09-26T04:25:33Z",2008,9,26,4,25,33,10.0161846913,125.025344789,1
"19933","2008-09-26T04:25:48Z",2008,9,26,4,25,48,10.0161761418,125.025342945,1
"19934","2008-09-26T04:26:03Z",2008,9,26,4,26,3,10.0161785726,125.025336072,1
"19935","2008-09-26T04:26:18Z",2008,9,26,4,26,18,10.0161772314,125.025336659,1
"19936","2008-09-26T04:26:33Z",2008,9,26,4,26,33,10.0161805842,125.025331797,1
"19937","2008-09-26T04:26:48Z",2008,9,26,4,26,48,10.0161714479,125.025344035,1
"19938","2008-09-26T04:27:03Z",2008,9,26,4,27,3,10.0161756389,125.02535929,1
"19939","2008-09-26T04:27:18Z",2008,9,26,4,27,18,10.0161749683,125.025365828,1
"19940","2008-09-26T04:27:33Z",2008,9,26,4,27,33,10.0161864515,125.025362642,1
"19941","2008-09-26T04:27:48Z",2008,9,26,4,27,48,10.0161901396,125.025352417,1
"19942","2008-09-26T04:28:03Z",2008,9,26,4,28,3,10.0161969289,125.025349064,1
"19943","2008-09-26T04:28:18Z",2008,9,26,4,28,18,10.0161850266,125.025352752,1
"19944","2008-09-26T04:28:33Z",2008,9,26,4,28,33,10.0161653291,125.025356943,1
"19945","2008-09-26T04:28:48Z",2008,9,26,4,28,48,10.0161689334,125.025352919,1
"19946","2008-09-26T04:29:03Z",2008,9,26,4,29,3,10.0161696877,125.025357362,1
"19947","2008-09-26T04:29:18Z",2008,9,26,4,29,18,10.0161699392,125.025361553,1
"19948","2008-09-26T04:29:33Z",2008,9,26,4,29,33,10.0161745492,125.02536172,1
"19949","2008-09-26T04:29:48Z",2008,9,26,4,29,48,10.0161866192,125.025352752,1
"19950","2008-09-26T04:30:03Z",2008,9,26,4,30,3,10.0161714479,125.02534722,1
"19951","2008-09-26T04:30:18Z",2008,9,26,4,30,18,10.0161675923,125.025362475,1
"19952","2008-09-26T04:30:33Z",2008,9,26,4,30,33,10.0161697716,125.025371946,1
"19953","2008-09-26T04:30:48Z",2008,9,26,4,30,48,10.0161738787,125.025373455,1
"19954","2008-09-26T04:31:03Z",2008,9,26,4,31,3,10.0161821768,125.025363062,1
"19955","2008-09-26T04:31:18Z",2008,9,26,4,31,18,10.0161780696,125.02536566,1
"19956","2008-09-26T04:31:33Z",2008,9,26,4,31,33,10.016187625,125.025357781,1
"19957","2008-09-26T04:31:48Z",2008,9,26,4,31,48,10.0161872897,125.025343448,1
"19958","2008-09-26T04:32:03Z",2008,9,26,4,32,3,10.0161803328,125.025340179,1
"19959","2008-09-26T04:32:18Z",2008,9,26,4,32,18,10.0161695201,125.025356524,1
"19960","2008-09-26T04:32:33Z",2008,9,26,4,32,33,10.0161699392,125.02535929,1
"19961","2008-09-26T04:32:48Z",2008,9,26,4,32,48,10.0161743816,125.02536457,1
"19962","2008-09-26T04:33:03Z",2008,9,26,4,33,3,10.0161740463,125.025363984,1
"19963","2008-09-26T04:33:18Z",2008,9,26,4,33,18,10.0161801651,125.025373874,1
"19964","2008-09-26T04:33:33Z",2008,9,26,4,33,33,10.0161765609,125.02538125,1
"19965","2008-09-26T04:33:48Z",2008,9,26,4,33,48,10.016170023,125.025372785,1
"19966","2008-09-26T04:34:03Z",2008,9,26,4,34,3,10.016171867,125.025374293,1
"19967","2008-09-26T04:34:18Z",2008,9,26,4,34,18,10.0161765609,125.025376556,1
"19968","2008-09-26T04:34:33Z",2008,9,26,4,34,33,10.0161712803,125.025368677,1
"19969","2008-09-26T04:34:48Z",2008,9,26,4,34,48,10.0161752198,125.02536172,1
"19970","2008-09-26T04:35:03Z",2008,9,26,4,35,3,10.0161761418,125.02535644,1
"19971","2008-09-26T04:35:18Z",2008,9,26,4,35,18,10.0161793269,125.02534546,1
"19972","2008-09-26T04:35:33Z",2008,9,26,4,35,33,10.016176058,125.025347052,1
"19973","2008-09-26T04:35:48Z",2008,9,26,4,35,48,10.0161774829,125.025344873,1
"19974","2008-09-26T04:36:03Z",2008,9,26,4,36,3,10.016178824,125.025345795,1
"19975","2008-09-26T04:36:18Z",2008,9,26,4,36,18,10.0161864515,125.025340933,1
"19976","2008-09-26T04:36:33Z",2008,9,26,4,36,33,10.0161789916,125.02532945,1
"19977","2008-09-26T04:36:48Z",2008,9,26,4,36,48,10.0161677599,125.025341688,1
"19978","2008-09-26T04:37:03Z",2008,9,26,4,37,3,10.0161694363,125.025355769,1
"19979","2008-09-26T04:37:18Z",2008,9,26,4,37,18,10.0161763933,125.02535468,1
"19980","2008-09-26T04:37:33Z",2008,9,26,4,37,33,10.0161739625,125.025351159,1
"19981","2008-09-26T04:37:48Z",2008,9,26,4,37,48,10.0161741301,125.025357781,1
"19982","2008-09-26T04:38:03Z",2008,9,26,4,38,3,10.0161759742,125.025351578,1
"19983","2008-09-26T04:38:18Z",2008,9,26,4,38,18,10.0161750522,125.025361385,1
"19984","2008-09-26T04:38:33Z",2008,9,26,4,38,33,10.0161775667,125.02537664,1
"19985","2008-09-26T04:38:48Z",2008,9,26,4,38,48,10.0161766447,125.025371863,1
"19986","2008-09-26T04:39:03Z",2008,9,26,4,39,3,10.0161765609,125.025359541,1
"19987","2008-09-26T04:39:18Z",2008,9,26,4,39,18,10.0161780696,125.025365073,1
"19988","2008-09-26T04:39:33Z",2008,9,26,4,39,33,10.0161785726,125.025367923,1
"19989","2008-09-26T04:39:48Z",2008,9,26,4,39,48,10.0161731243,125.025379239,1
"19990","2008-09-26T04:40:03Z",2008,9,26,4,40,3,10.016170945,125.025376221,1
"19991","2008-09-26T04:40:18Z",2008,9,26,4,40,18,10.0161731243,125.025375132,1
"19992","2008-09-26T04:40:33Z",2008,9,26,4,40,33,10.0161715318,125.025378233,1
"19993","2008-09-26T04:40:48Z",2008,9,26,4,40,48,10.0161684304,125.025374545,1
"19994","2008-09-26T04:41:03Z",2008,9,26,4,41,3,10.016172789,125.02538519,1
"19995","2008-09-26T04:41:18Z",2008,9,26,4,41,18,10.0161653291,125.025379322,1
"19996","2008-09-26T04:41:33Z",2008,9,26,4,41,33,10.0161714479,125.025376724,1
"19997","2008-09-26T04:41:48Z",2008,9,26,4,41,48,10.0161677599,125.025376473,1
"19998","2008-09-26T04:42:03Z",2008,9,26,4,42,3,10.0161704421,125.025376137,1
"19999","2008-09-26T04:42:18Z",2008,9,26,4,42,18,10.0161704421,125.02538058,1
"20000","2008-09-26T04:42:33Z",2008,9,26,4,42,33,10.0161715318,125.025379155,1
"20001","2008-09-26T04:42:48Z",2008,9,26,4,42,48,10.0161696877,125.025379071,1
"20002","2008-09-26T04:43:03Z",2008,9,26,4,43,3,10.0161763933,125.025379993,1
"20003","2008-09-26T04:43:18Z",2008,9,26,4,43,18,10.0161759742,125.02537949,1
"20004","2008-09-26T04:43:33Z",2008,9,26,4,43,33,10.0161724538,125.025379658,1
"20005","2008-09-26T04:43:48Z",2008,9,26,4,43,48,10.0161724538,125.025369683,1
"20006","2008-09-26T04:44:03Z",2008,9,26,4,44,3,10.0161741301,125.025361218,1
"20007","2008-09-26T04:44:18Z",2008,9,26,4,44,18,10.0161783211,125.02535074,1
"20008","2008-09-26T04:44:33Z",2008,9,26,4,44,33,10.0161710288,125.025347136,1
"20009","2008-09-26T04:44:48Z",2008,9,26,4,44,48,10.0161708612,125.025361637,1
"20010","2008-09-26T04:45:03Z",2008,9,26,4,45,3,10.0161804166,125.025365995,1
"20011","2008-09-26T04:45:18Z",2008,9,26,4,45,18,10.0161836855,125.025353255,1
"20012","2008-09-26T04:45:33Z",2008,9,26,4,45,33,10.016180668,125.025351662,1
"20013","2008-09-26T04:45:48Z",2008,9,26,4,45,48,10.0161701906,125.025342442,1
"20014","2008-09-26T04:46:03Z",2008,9,26,4,46,3,10.0161754712,125.025330456,1
"20015","2008-09-26T04:46:18Z",2008,9,26,4,46,18,10.0161736272,125.025330791,1
"20016","2008-09-26T04:46:33Z",2008,9,26,4,46,33,10.0161633175,125.025343364,1
"20017","2008-09-26T04:46:48Z",2008,9,26,4,46,48,10.0161625631,125.025355518,1
"20018","2008-09-26T04:47:03Z",2008,9,26,4,47,3,10.0161669217,125.025352584,1
"20019","2008-09-26T04:47:18Z",2008,9,26,4,47,18,10.0161689334,125.025346968,1
"20020","2008-09-26T04:47:33Z",2008,9,26,4,47,33,10.0161677599,125.025349483,1
"20021","2008-09-26T04:47:48Z",2008,9,26,4,47,48,10.0161743816,125.025343364,1
"20022","2008-09-26T04:48:03Z",2008,9,26,4,48,3,10.0161635689,125.025349483,1
"20023","2008-09-26T04:48:18Z",2008,9,26,4,48,18,10.0161685981,125.025352249,1
"20024","2008-09-26T04:48:33Z",2008,9,26,4,48,33,10.0161690172,125.025357697,1
"20025","2008-09-26T04:48:48Z",2008,9,26,4,48,48,10.0161740463,125.025357027,1
"20026","2008-09-26T04:49:03Z",2008,9,26,4,49,3,10.0161680952,125.02535007,1
"20027","2008-09-26T04:49:18Z",2008,9,26,4,49,18,10.0161674246,125.025359625,1
"20028","2008-09-26T04:49:33Z",2008,9,26,4,49,33,10.0161689334,125.025355518,1
"20029","2008-09-26T04:49:48Z",2008,9,26,4,49,48,10.0161659997,125.025352417,1
"20030","2008-09-26T04:50:03Z",2008,9,26,4,50,3,10.0161704421,125.025350153,1
"20031","2008-09-26T04:50:18Z",2008,9,26,4,50,18,10.0161646586,125.025351495,1
"20032","2008-09-26T04:50:33Z",2008,9,26,4,50,33,10.0161724538,125.025356188,1
"20033","2008-09-26T04:50:48Z",2008,9,26,4,50,48,10.0161640719,125.025352668,1
"20034","2008-09-26T04:51:03Z",2008,9,26,4,51,3,10.016162144,125.025365157,1
"20035","2008-09-26T04:51:18Z",2008,9,26,4,51,18,10.016163988,125.025361888,1
"20036","2008-09-26T04:51:33Z",2008,9,26,4,51,33,10.0161669217,125.025355937,1
"20037","2008-09-26T04:51:48Z",2008,9,26,4,51,48,10.0161693525,125.025355769,1
"20038","2008-09-26T04:52:03Z",2008,9,26,4,52,3,10.0161675923,125.025364151,1
"20039","2008-09-26T04:52:18Z",2008,9,26,4,52,18,10.0161740463,125.025363481,1
"20040","2008-09-26T04:52:33Z",2008,9,26,4,52,33,10.0161734596,125.025349567,1
"20041","2008-09-26T04:52:48Z",2008,9,26,4,52,48,10.0161688495,125.025333222,1
"20042","2008-09-26T04:53:03Z",2008,9,26,4,53,3,10.0161731243,125.025333473,1
"20043","2008-09-26T04:53:18Z",2008,9,26,4,53,18,10.0161665864,125.025332719,1
"20044","2008-09-26T04:53:33Z",2008,9,26,4,53,33,10.016152421,125.025337748,1
"20045","2008-09-26T04:53:48Z",2008,9,26,4,53,48,10.0161540974,125.02534504,1
"20046","2008-09-26T04:54:03Z",2008,9,26,4,54,3,10.0161566958,125.025349064,1
"20047","2008-09-26T04:54:18Z",2008,9,26,4,54,18,10.0161684304,125.025347974,1
"20048","2008-09-26T04:54:33Z",2008,9,26,4,54,33,10.0161610544,125.025342945,1
"20049","2008-09-26T04:54:48Z",2008,9,26,4,54,48,10.0161654968,125.025329031,1
"20050","2008-09-26T04:55:03Z",2008,9,26,4,55,3,10.0161595456,125.025335317,1
"20051","2008-09-26T04:55:18Z",2008,9,26,4,55,18,10.0161615573,125.025336994,1
"20052","2008-09-26T04:55:33Z",2008,9,26,4,55,33,10.0161673408,125.025330288,1
"20053","2008-09-26T04:55:48Z",2008,9,26,4,55,48,10.0161629822,125.025326516,1
"20054","2008-09-26T04:56:03Z",2008,9,26,4,56,3,10.0161623955,125.025334395,1
"20055","2008-09-26T04:56:18Z",2008,9,26,4,56,18,10.016163988,125.025336575,1
"20056","2008-09-26T04:56:33Z",2008,9,26,4,56,33,10.0161638204,125.025345962,1
"20057","2008-09-26T04:56:48Z",2008,9,26,4,56,48,10.0161622278,125.02535468,1
"20058","2008-09-26T04:57:03Z",2008,9,26,4,57,3,10.0161667541,125.025347723,1
"20059","2008-09-26T04:57:18Z",2008,9,26,4,57,18,10.0161647424,125.025358954,1
"20060","2008-09-26T04:57:33Z",2008,9,26,4,57,33,10.0161661673,125.025371695,1
"20061","2008-09-26T04:57:48Z",2008,9,26,4,57,48,10.0161640719,125.025376473,1
"20062","2008-09-26T04:58:03Z",2008,9,26,4,58,3,10.0161623955,125.025376556,1
"20063","2008-09-26T04:58:18Z",2008,9,26,4,58,18,10.0161636528,125.025382424,1
"20064","2008-09-26T04:58:33Z",2008,9,26,4,58,33,10.0161661673,125.025385944,1
"20065","2008-09-26T04:58:48Z",2008,9,26,4,58,48,10.0161652453,125.025380664,1
"20066","2008-09-26T04:59:03Z",2008,9,26,4,59,3,10.016159378,125.025366666,1
"20067","2008-09-26T04:59:18Z",2008,9,26,4,59,18,10.0161602162,125.025376976,1
"20068","2008-09-26T04:59:33Z",2008,9,26,4,59,33,10.0161579531,125.025381921,1
"20069","2008-09-26T04:59:48Z",2008,9,26,4,59,48,10.0161580369,125.025380747,1
"20070","2008-09-26T05:00:03Z",2008,9,26,5,0,3,10.0161589589,125.02538343,1
"20071","2008-09-26T05:00:18Z",2008,9,26,5,0,18,10.0161618926,125.025385022,1
"20072","2008-09-26T05:00:33Z",2008,9,26,5,0,33,10.0161677599,125.025381166,1
"20073","2008-09-26T05:00:48Z",2008,9,26,5,0,48,10.016166335,125.02537882,1
"20074","2008-09-26T05:01:03Z",2008,9,26,5,1,3,10.016161222,125.025375718,1
"20075","2008-09-26T05:01:18Z",2008,9,26,5,1,18,10.0161634851,125.025378568,1
"20076","2008-09-26T05:01:33Z",2008,9,26,5,1,33,10.0161658321,125.025378149,1
"20077","2008-09-26T05:01:48Z",2008,9,26,5,1,48,10.0161731243,125.025370186,1
"20078","2008-09-26T05:02:03Z",2008,9,26,5,2,3,10.0161685981,125.025356188,1
"20079","2008-09-26T05:02:18Z",2008,9,26,5,2,18,10.0161599647,125.025347387,1
"20080","2008-09-26T05:02:33Z",2008,9,26,5,2,33,10.0161571987,125.025349734,1
"20081","2008-09-26T05:02:48Z",2008,9,26,5,2,48,10.0161557738,125.025356188,1
"20082","2008-09-26T05:03:03Z",2008,9,26,5,3,3,10.0161558576,125.025362894,1
"20083","2008-09-26T05:03:18Z",2008,9,26,5,3,18,10.0161609706,125.025363648,1
"20084","2008-09-26T05:03:33Z",2008,9,26,5,3,33,10.0161605515,125.02536214,1
"20085","2008-09-26T05:03:48Z",2008,9,26,5,3,48,10.0161637366,125.02536918,1
"20086","2008-09-26T05:04:03Z",2008,9,26,5,4,3,10.0161640719,125.025371946,1
"20087","2008-09-26T05:04:18Z",2008,9,26,5,4,18,10.0161595456,125.02536918,1
"20088","2008-09-26T05:04:33Z",2008,9,26,5,4,33,10.0161653291,125.025368342,1
"20089","2008-09-26T05:04:48Z",2008,9,26,5,4,48,10.0161650777,125.025368845,1
"20090","2008-09-26T05:05:03Z",2008,9,26,5,5,3,10.0161675923,125.025373623,1
"20091","2008-09-26T05:05:18Z",2008,9,26,5,5,18,10.0161745492,125.025375383,1
"20092","2008-09-26T05:05:33Z",2008,9,26,5,5,33,10.0161728729,125.025380496,1
"20093","2008-09-26T05:05:48Z",2008,9,26,5,5,48,10.0161740463,125.025377395,1
"20094","2008-09-26T05:06:03Z",2008,9,26,5,6,3,10.0161702745,125.025371024,1
"20095","2008-09-26T05:06:18Z",2008,9,26,5,6,18,10.0161708612,125.025370019,1
"20096","2008-09-26T05:06:33Z",2008,9,26,5,6,33,10.0161702745,125.025363229,1
"20097","2008-09-26T05:06:48Z",2008,9,26,5,6,48,10.0161712803,125.025362726,1
"20098","2008-09-26T05:07:03Z",2008,9,26,5,7,3,10.0161665864,125.025365744,1
"20099","2008-09-26T05:07:18Z",2008,9,26,5,7,18,10.0161647424,125.025368845,1
"20100","2008-09-26T05:07:33Z",2008,9,26,5,7,33,10.0161693525,125.025370521,1
"20101","2008-09-26T05:07:48Z",2008,9,26,5,7,48,10.0161632337,125.025375299,1
"20102","2008-09-26T05:08:03Z",2008,9,26,5,8,3,10.0161676761,125.025378987,1
"20103","2008-09-26T05:08:18Z",2008,9,26,5,8,18,10.0161628984,125.025370773,1
"20104","2008-09-26T05:08:33Z",2008,9,26,5,8,33,10.0161605515,125.025368929,1
"20105","2008-09-26T05:08:48Z",2008,9,26,5,8,48,10.016159378,125.025363564,1
"20106","2008-09-26T05:09:03Z",2008,9,26,5,9,3,10.0161632337,125.025357278,1
"20107","2008-09-26T05:09:18Z",2008,9,26,5,9,18,10.0161677599,125.025349567,1
"20108","2008-09-26T05:09:33Z",2008,9,26,5,9,33,10.0161442906,125.025347471,1
"20109","2008-09-26T05:09:48Z",2008,9,26,5,9,48,10.0161439553,125.025344118,1
"20110","2008-09-26T05:10:03Z",2008,9,26,5,10,3,10.0161517505,125.025357446,1
"20111","2008-09-26T05:10:18Z",2008,9,26,5,10,18,10.0161490683,125.025343532,1
"20112","2008-09-26T05:10:33Z",2008,9,26,5,10,33,10.0161512475,125.025345376,1
"20113","2008-09-26T05:10:48Z",2008,9,26,5,10,48,10.0161537621,125.025343951,1
"20114","2008-09-26T05:11:03Z",2008,9,26,5,11,3,10.0161599647,125.025330037,1
"20115","2008-09-26T05:11:18Z",2008,9,26,5,11,18,10.0161563605,125.025332635,1
"20116","2008-09-26T05:11:33Z",2008,9,26,5,11,33,10.0161552709,125.025327271,1
"20117","2008-09-26T05:11:48Z",2008,9,26,5,11,48,10.0161578692,125.025323248,1
"20118","2008-09-26T05:12:03Z",2008,9,26,5,12,3,10.0161667541,125.025324924,1
"20119","2008-09-26T05:12:18Z",2008,9,26,5,12,18,10.0161687657,125.025328528,1
"20120","2008-09-26T05:12:33Z",2008,9,26,5,12,33,10.0161634851,125.025332551,1
"20121","2008-09-26T05:12:48Z",2008,9,26,5,12,48,10.0161646586,125.025335737,1
"20122","2008-09-26T05:13:03Z",2008,9,26,5,13,3,10.0161599647,125.025334898,1
"20123","2008-09-26T05:13:18Z",2008,9,26,5,13,18,10.0161627308,125.025342526,1
"20124","2008-09-26T05:13:33Z",2008,9,26,5,13,33,10.0161577854,125.025344957,1
"20125","2008-09-26T05:13:48Z",2008,9,26,5,13,48,10.0161668379,125.02533976,1
"20126","2008-09-26T05:14:03Z",2008,9,26,5,14,3,10.0161714479,125.025342023,1
"20127","2008-09-26T05:14:18Z",2008,9,26,5,14,18,10.016173292,125.025344454,1
"20128","2008-09-26T05:14:33Z",2008,9,26,5,14,33,10.0161687657,125.025354344,1
"20129","2008-09-26T05:14:48Z",2008,9,26,5,14,48,10.0161691848,125.025355686,1
"20130","2008-09-26T05:15:03Z",2008,9,26,5,15,3,10.0161673408,125.025349818,1
"20131","2008-09-26T05:15:18Z",2008,9,26,5,15,18,10.0161702745,125.02534437,1
"20132","2008-09-26T05:15:33Z",2008,9,26,5,15,33,10.0161667541,125.025323248,1
"20133","2008-09-26T05:15:48Z",2008,9,26,5,15,48,10.0161633175,125.025328025,1
"20134","2008-09-26T05:16:03Z",2008,9,26,5,16,3,10.0161652453,125.025332551,1
"20135","2008-09-26T05:16:18Z",2008,9,26,5,16,18,10.0161664188,125.025334731,1
"20136","2008-09-26T05:16:33Z",2008,9,26,5,16,33,10.0161653291,125.025344286,1
"20137","2008-09-26T05:16:48Z",2008,9,26,5,16,48,10.0161622278,125.025342023,1
"20138","2008-09-26T05:17:03Z",2008,9,26,5,17,3,10.0161623955,125.025342274,1
"20139","2008-09-26T05:17:18Z",2008,9,26,5,17,18,10.0161641557,125.02534613,1
"20140","2008-09-26T05:17:33Z",2008,9,26,5,17,33,10.0161716994,125.025338167,1
"20141","2008-09-26T05:17:48Z",2008,9,26,5,17,48,10.0161604676,125.025339089,1
"20142","2008-09-26T05:18:03Z",2008,9,26,5,18,3,10.0161610544,125.025344286,1
"20143","2008-09-26T05:18:18Z",2008,9,26,5,18,18,10.0161583722,125.02534085,1
"20144","2008-09-26T05:18:33Z",2008,9,26,5,18,33,10.0161664188,125.025344621,1
"20145","2008-09-26T05:18:48Z",2008,9,26,5,18,48,10.0161616411,125.025337329,1
"20146","2008-09-26T05:19:03Z",2008,9,26,5,19,3,10.0161655806,125.025320984,1
"20147","2008-09-26T05:19:18Z",2008,9,26,5,19,18,10.0161668379,125.025326097,1
"20148","2008-09-26T05:19:33Z",2008,9,26,5,19,33,10.0161669217,125.025313525,1
"20149","2008-09-26T05:19:48Z",2008,9,26,5,19,48,10.016164491,125.025312435,1
"20150","2008-09-26T05:20:03Z",2008,9,26,5,20,3,10.0161646586,125.025316542,1
"20151","2008-09-26T05:20:18Z",2008,9,26,5,20,18,10.0161694363,125.025317632,1
"20152","2008-09-26T05:20:33Z",2008,9,26,5,20,33,10.0161692686,125.025313441,1
"20153","2008-09-26T05:20:48Z",2008,9,26,5,20,48,10.0161749683,125.025330037,1
"20154","2008-09-26T05:21:03Z",2008,9,26,5,21,3,10.0161707774,125.025331294,1
"20155","2008-09-26T05:21:18Z",2008,9,26,5,21,18,10.0161665864,125.025336239,1
"20156","2008-09-26T05:21:33Z",2008,9,26,5,21,33,10.0161634851,125.025331462,1
"20157","2008-09-26T05:21:48Z",2008,9,26,5,21,48,10.0161586236,125.025332468,1
"20158","2008-09-26T05:22:03Z",2008,9,26,5,22,3,10.0161596294,125.02533406,1
"20159","2008-09-26T05:22:18Z",2008,9,26,5,22,18,10.0161645748,125.025342358,1
"20160","2008-09-26T05:22:33Z",2008,9,26,5,22,33,10.0161588751,125.025345376,1
"20161","2008-09-26T05:22:48Z",2008,9,26,5,22,48,10.0161585398,125.025347136,1
"20162","2008-09-26T05:23:03Z",2008,9,26,5,23,3,10.0161509961,125.025342358,1
"20163","2008-09-26T05:23:18Z",2008,9,26,5,23,18,10.0161326397,125.025364989,1
"20164","2008-09-26T05:23:33Z",2008,9,26,5,23,33,10.0161108468,125.025378652,1
"20165","2008-09-26T05:23:48Z",2008,9,26,5,23,48,10.0160828512,125.025384687,1
"20166","2008-09-26T05:24:03Z",2008,9,26,5,24,3,10.0160799176,125.025395667,1
"20167","2008-09-26T05:24:18Z",2008,9,26,5,24,18,10.0160932448,125.02541285,1
"20168","2008-09-26T05:24:33Z",2008,9,26,5,24,33,10.0160956755,125.025411593,1
"20169","2008-09-26T05:24:48Z",2008,9,26,5,24,48,10.0160993636,125.025417795,1
"20170","2008-09-26T05:25:03Z",2008,9,26,5,25,3,10.0160941668,125.025433386,1
"20171","2008-09-26T05:25:18Z",2008,9,26,5,25,18,10.016089892,125.025443193,1
"20172","2008-09-26T05:25:33Z",2008,9,26,5,25,33,10.0160890538,125.025458867,1
"20173","2008-09-26T05:25:48Z",2008,9,26,5,25,48,10.0160748884,125.02545652,1
"20174","2008-09-26T05:26:03Z",2008,9,26,5,26,3,10.016069524,125.025462722,1
"20175","2008-09-26T05:26:18Z",2008,9,26,5,26,18,10.0160501618,125.025470937,1
