Sample File	Sample Name	Panel	Marker	Dye	Allele 1	Allele 2	Size 1	Size 2	Height 1	Height 2	Peak Area 1	Peak Area 2	Data Point 1	Data Point 2	ADO	AE	OS	SHP	OBA	SPA	SP	BIN	PHR	LPH	SPU	AN	BD	XTLK	GQ	UD1	UD2	UD3	
H09_APCL376.fsa	APCL376	Msat53	AC1359	B	242	246	242.42	246.11	4878	4200	30485.0	25832.0	4220	4269	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
H09_APCL376.fsa	APCL376	Msat53	APY_65	G	254		253.86		356		2249.0		4372		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F07_APCL377.fsa	APCL377	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F07_APCL377.fsa	APCL377	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F07_APCL377.fsa	APCL377	Msat53	APR_Cf29	R	210		210.38		2288		14414.0		3741		false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.81				
F07_APCL377.fsa	APCL377	Msat53	AC1359	B	241		240.39		13409		81620.0		4135		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D08_APCL378.fsa	APCL378	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D08_APCL378.fsa	APCL378	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D08_APCL378.fsa	APCL378	Msat53	APR_Cf29	R	210	229	210.41	229.35	5438	3934	34375.0	25156.0	3674	3918	false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81				
D08_APCL378.fsa	APCL378	Msat53	AC1359	B	241	242	240.36	242.38	5607	4962	32936.0	28280.0	4060	4086	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C01_APCL379.fsa	APCL379	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C01_APCL379.fsa	APCL379	Msat53	APR_Cf29	R	210	229	210.51	229.45	3421	2517	21281.0	16488.0	3705	3952	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C01_APCL379.fsa	APCL379	Msat53	AC1359	B	241		240.47		14835		92950.0		4096		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C01_APCL379.fsa	APCL379	Msat53	APY_65	G	250	256	249.66	255.93	18246	13994	118897.0	92789.0	4216	4298	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D01_APCL38.fsa	APCL38	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D01_APCL38.fsa	APCL38	Msat53	APR_Cf29	R											false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D01_APCL38.fsa	APCL38	Msat53	NNG_012	R	111	115	111.06	115.32	7467	5197	47306.0	32564.0	2553	2607	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D01_APCL38.fsa	APCL38	Msat53	AC1359	B	242		242.37		5815		36928.0		4223		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
H08_APCL380.fsa	APCL380	Msat53	AC1359	B											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H08_APCL380.fsa	APCL380	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H08_APCL380.fsa	APCL380	Msat53	NNG_012	R											false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H08_APCL380.fsa	APCL380	Msat53	APR_Cf29	R											false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G12_APCL381.fsa	APCL381	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G12_APCL381.fsa	APCL381	Msat53	APR_Cf29	R											false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G12_APCL381.fsa	APCL381	Msat53	NNG_012	R	111	115	111.1	115.18	6469	4920	41394.0	31532.0	2560	2612	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G12_APCL381.fsa	APCL381	Msat53	AC1359	B	241	242	240.41	242.3	5653	4124	34874.0	24838.0	4212	4237	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E08_APCL382.fsa	APCL382	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E08_APCL382.fsa	APCL382	Msat53	NNG_012	R											false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E08_APCL382.fsa	APCL382	Msat53	APR_Cf29	R	210	214	210.34	213.99	1432	915	9719.0	5380.0	3672	3719	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E08_APCL382.fsa	APCL382	Msat53	AC1359	B	241		240.46		3196		21844.0		4060		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D09_APCL383.fsa	APCL383	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D09_APCL383.fsa	APCL383	Msat53	NNG_012	R	111	115	110.95	115.17	1121	830	6961.0	5036.0	2492	2545	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D09_APCL383.fsa	APCL383	Msat53	APR_Cf29	R	216	218	215.98	217.82	2652	1236	16194.0	6802.0	3804	3828	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D09_APCL383.fsa	APCL383	Msat53	AC1359	B	241	246	240.34	246.06	4269	3839	26262.0	23841.0	4123	4198	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D07_APCL384.fsa	APCL384	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D07_APCL384.fsa	APCL384	Msat53	NNG_012	R	111		111.06		3603		23335.0		2442		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D07_APCL384.fsa	APCL384	Msat53	APR_Cf29	R	210	229	210.37	229.54	1419	1564	9145.0	10269.0	3664	3912	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D07_APCL384.fsa	APCL384	Msat53	AC1359	B	241		240.51		8445		52430.0		4054		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C01_APCL385.fsa	APCL385	Msat53	NNG_012	R	111		110.93		17224		109856.0		2508		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C01_APCL385.fsa	APCL385	Msat53	APR_Cf29	R	210	218	210.33	217.83	3622	2529	22975.0	16027.0	3746	3844	false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81				
C01_APCL385.fsa	APCL385	Msat53	AC1359	B	241		240.37		12857		79549.0		4139		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C01_APCL385.fsa	APCL385	Msat53	APY_65	G	254	256	253.81	255.87	13933	11241	86922.0	69900.0	4315	4342	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
H02_APCL386.fsa	APCL386	Msat53	AC1359	B											false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H02_APCL386.fsa	APCL386	Msat53	NNG_012	R											false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H02_APCL386.fsa	APCL386	Msat53	APR_Cf29	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H02_APCL386.fsa	APCL386	Msat53	APY_65	G	250	256	249.62	255.91	2411	1909	15794.0	12599.0	4408	4493	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D12_APCL387.fsa	APCL387	Msat53	APR_Cf29	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D12_APCL387.fsa	APCL387	Msat53	NNG_012	R	115		115.16		7884		53608.0		2554		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D12_APCL387.fsa	APCL387	Msat53	AC1359	B	241		240.46		10403		65188.0		4135		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D12_APCL387.fsa	APCL387	Msat53	APY_65	G	250	256	249.6	255.92	8019	6135	52273.0	39784.0	4255	4338	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E01_APCL388.fsa	APCL388	Msat53	NNG_012	R	115		115.28		11962		80027.0		2556		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E01_APCL388.fsa	APCL388	Msat53	APR_Cf29	R	210		210.51		1965		12727.0		3747		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E01_APCL388.fsa	APCL388	Msat53	AC1359	B	241	242	240.43	242.4	4527	3631	27414.0	21069.0	4140	4166	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E01_APCL388.fsa	APCL388	Msat53	APY_65	G	256	258	255.94	257.99	9989	7858	64714.0	49775.0	4344	4371	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
B09_APCL389.fsa	APCL389	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B09_APCL389.fsa	APCL389	Msat53	NNG_012	R	115		115.17		4434		29039.0		2565		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B09_APCL389.fsa	APCL389	Msat53	APR_Cf29	R	209	210	208.49	210.4	3246	3106	19577.0	17749.0	3727	3752	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B09_APCL389.fsa	APCL389	Msat53	AC1359	B	241	246	240.46	246.1	6759	5400	42254.0	33380.0	4146	4220	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E01_APCL39.fsa	APCL39	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E01_APCL39.fsa	APCL39	Msat53	NNG_012	R											false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E01_APCL39.fsa	APCL39	Msat53	APR_Cf29	R	229		229.42		1098		7115.0		4033		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E01_APCL39.fsa	APCL39	Msat53	AC1359	B	241	242	240.51	242.41	4919	3837	28823.0	22359.0	4179	4204	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D06_APCL390.fsa	APCL390	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D06_APCL390.fsa	APCL390	Msat53	APR_Cf29	R	210	212	210.34	212.21	2924	2160	17724.0	12728.0	3676	3700	false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81				
D06_APCL390.fsa	APCL390	Msat53	AC1359	B	241	242	240.39	242.25	11630	9370	68065.0	54154.0	4063	4087	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D06_APCL390.fsa	APCL390	Msat53	APY_65	G	256		255.82		32132		237153.0		4262		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
G08_APCL391.fsa	APCL391	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G08_APCL391.fsa	APCL391	Msat53	APR_Cf29	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G08_APCL391.fsa	APCL391	Msat53	NNG_012	R	111		110.98		2642		16778.0		2515		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G08_APCL391.fsa	APCL391	Msat53	AC1359	B	241		240.38		14025		88836.0		4151		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E08_APCL392.fsa	APCL392	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E08_APCL392.fsa	APCL392	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E08_APCL392.fsa	APCL392	Msat53	APR_Cf29	R	210	229	210.36	229.36	539	425	3522.0	2745.0	3693	3939	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E08_APCL392.fsa	APCL392	Msat53	AC1359	B	241	242	240.4	242.25	1213	923	7373.0	5551.0	4082	4106	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C08_APCL393.fsa	APCL393	Msat53	NNG_012	R	111	115	110.96	115.14	6275	4368	40082.0	28124.0	2488	2540	false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C08_APCL393.fsa	APCL393	Msat53	APR_Cf29	R	212	229	212.08	229.33	1332	1371	8027.0	8663.0	3735	3958	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C08_APCL393.fsa	APCL393	Msat53	AC1359	B	241		240.38		13109		79903.0		4101		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C08_APCL393.fsa	APCL393	Msat53	APY_65	G	248	256	247.56	255.82	480	478	3032.0	3001.0	4194	4301	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
B09_APCL394.fsa	APCL394	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B09_APCL394.fsa	APCL394	Msat53	APR_Cf29	R	210		210.42		6953		44679.0		3745		false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.81				
B09_APCL394.fsa	APCL394	Msat53	AC1359	B	241	246	240.48	246.13	4822	3278	29364.0	20447.0	4138	4212	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
B09_APCL394.fsa	APCL394	Msat53	APY_65	G	250	256	249.64	255.9	25281	18779	163999.0	121485.0	4258	4340	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
G10_APCL395.fsa	APCL395	Msat53	NNG_012	R	111	115	110.98	115.11	4317	2792	27606.0	16981.0	2506	2558	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G10_APCL395.fsa	APCL395	Msat53	APR_Cf29	R	207	210	206.57	210.39	3978	4128	25227.0	25311.0	3695	3745	false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81				
G10_APCL395.fsa	APCL395	Msat53	AC1359	B	241	246	240.31	246.1	5918	5593	37090.0	34299.0	4137	4213	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
G10_APCL395.fsa	APCL395	Msat53	APY_65	G	248	250	247.55	249.53	22648	21111	143636.0	134113.0	4232	4258	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E05_APCL396.fsa	APCL396	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E05_APCL396.fsa	APCL396	Msat53	NNG_012	R	111	115	111.07	115.26	3507	3466	21872.0	21749.0	2437	2489	false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E05_APCL396.fsa	APCL396	Msat53	APR_Cf29	R	210	212	210.43	212.13	3057	1769	19753.0	10451.0	3662	3684	false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81				
E05_APCL396.fsa	APCL396	Msat53	AC1359	B	241	242	240.46	242.31	4875	3766	29074.0	22155.0	4051	4075	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
B09_APCL397.fsa	APCL397	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B09_APCL397.fsa	APCL397	Msat53	NNG_012	R	111	115	111.07	115.23	3593	2693	23578.0	16898.0	2476	2528	false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B09_APCL397.fsa	APCL397	Msat53	APR_Cf29	R	209	210	208.6	210.52	3408	3233	21442.0	20164.0	3685	3710	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B09_APCL397.fsa	APCL397	Msat53	AC1359	B	241	242	240.49	242.41	8198	6386	48904.0	37585.0	4101	4126	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C04_APCL398.fsa	APCL398	Msat53	NNG_012	R	111		110.93		18523		119414.0		2482		false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C04_APCL398.fsa	APCL398	Msat53	APR_Cf29	R	216	218	216.01	217.78	1906	933	11256.0	5216.0	3787	3810	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C04_APCL398.fsa	APCL398	Msat53	AC1359	B	241		240.45		12199		74256.0		4105		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C04_APCL398.fsa	APCL398	Msat53	APY_65	G	250	254	249.66	253.8	21581	18108	136580.0	115194.0	4225	4279	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
F08_APCL399.fsa	APCL399	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F08_APCL399.fsa	APCL399	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F08_APCL399.fsa	APCL399	Msat53	APR_Cf29	R	209	229	208.29	229.35	2969	2832	17717.0	17414.0	3657	3929	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F08_APCL399.fsa	APCL399	Msat53	AC1359	B	241		240.34		17518		105216.0		4071		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
H07_APCL400.fsa	APCL400	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H07_APCL400.fsa	APCL400	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H07_APCL400.fsa	APCL400	Msat53	APR_Cf29	R	210	229	210.39	229.48	1823	1290	12087.0	8368.0	3781	4033	false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81				
H07_APCL400.fsa	APCL400	Msat53	AC1359	B	241	246	240.53	246.12	4331	3212	26529.0	20270.0	4179	4253	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
G08_APCL401.fsa	APCL401	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G08_APCL401.fsa	APCL401	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G08_APCL401.fsa	APCL401	Msat53	APR_Cf29	R	210		210.33		7543		48769.0		3706		false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.81				
G08_APCL401.fsa	APCL401	Msat53	AC1359	B	241	242	240.34	242.26	7405	6178	43308.0	35017.0	4096	4121	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
H08_APCL402.fsa	APCL402	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H08_APCL402.fsa	APCL402	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H08_APCL402.fsa	APCL402	Msat53	APR_Cf29	R	209	229	208.46	229.4	4027	2970	25398.0	19150.0	3732	4007	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H08_APCL402.fsa	APCL402	Msat53	AC1359	B	241		240.42		13285		84189.0		4152		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E09_APCL403.fsa	APCL403	Msat53	NNG_012	R											false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E09_APCL403.fsa	APCL403	Msat53	APR_Cf29	R	210	214	210.3	213.91	565	430	3646.0	2334.0	3718	3765	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E09_APCL403.fsa	APCL403	Msat53	AC1359	B	241	246	240.38	246.05	1329	1060	8711.0	6721.0	4110	4184	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E09_APCL403.fsa	APCL403	Msat53	APY_65	G	256	258	255.63	257.78	30112	30112	281041.0	249910.0	4309	4337	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C07_APCL404.fsa	APCL404	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C07_APCL404.fsa	APCL404	Msat53	NNG_012	R	111		111.03		3890		25055.0		2471		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C07_APCL404.fsa	APCL404	Msat53	APR_Cf29	R	212	229	212.41	229.51	1044	813	6441.0	5283.0	3725	3947	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
